title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history
BMW 1 SERIES,4995,132164,2009,,Petrol,Convertible,3.0L,Automatic,2,4,Euro 4,
PEUGEOT 107,2300,77230,2008,3,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,Full
VAUXHALL ASTRA,1900,126000,2010,2,Diesel,Hatchback,1.7L,Manual,5,5,Euro 5,
RENAULT CAPTUR,6899,70000,2016,2,Petrol,SUV,0.9L,Manual,5,5,Euro 6,
DACIA SANDERO,3799,56200,2014,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
VAUXHALL CORSA,12000,18992,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
VOLKSWAGEN GOLF,2995,99000,2005,5,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
CITROEN C4 CACTUS,5995,86260,2014,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
FORD FOCUS,1799,126000,2009,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
PORSCHE 944,6750,121000,1987,7,Petrol,Coupe,2.5L,Manual,2,4,,
PEUGEOT 207,1299,87000,2008,5,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,
PEUGEOT 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
PEUGEOT 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
FORD GALAXY,6495,68000,2011,2,Diesel,MPV,2.0L,Automatic,5,7,Euro 5,
MERCEDES-BENZ E CLASS,3889,140000,2011,,Diesel,Saloon,2.1L,Automatic,4,5,Euro 5,
TOYOTA YARIS,2995,69400,2006,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 4,
FORD FOCUS,7299,70000,2015,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
NISSAN MICRA,3975,65000,2013,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
TOYOTA AYGO,3295,53000,2010,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
FORD FIESTA,7999,43000,2018,,Petrol,Hatchback,1.1L,Manual,5,5,Euro 6,
BMW 3 SERIES,2490,81645,2007,8,Petrol,Saloon,2.0L,Automatic,4,5,Euro 4,
MERCEDES-BENZ C CLASS,4799,67000,2008,,Diesel,Saloon,2.1L,Automatic,4,5,Euro 4,Full
RENAULT MEGANE,6990,43200,2015,2,Petrol,Convertible,1.2L,Manual,2,4,Euro 5,
VAUXHALL CORSA,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
PEUGEOT 308 SW,9600,56984,2016,4,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
TOYOTA AYGO,2275,85000,2009,2,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
MAZDA MAZDA2,1695,57505,2005,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
FORD FIESTA,5995,69856,2015,2,Petrol,Hatchback,1.0L,Manual,3,5,Euro 6,
VAUXHALL CORSA,10698,22782,2020,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
FORD C-MAX,2995,90000,2009,7,Petrol,MPV,2.0L,Automatic,5,5,Euro 4,
AUDI A3,6345,86000,2013,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
MINI HATCH,8450,101000,2015,3,Petrol,Hatchback,2.0L,Manual,3,4,Euro 6,
MERCEDES-BENZ C CLASS,2500,85000,2004,,Petrol,Saloon,1.8L,Manual,4,5,Euro 3,
HONDA JAZZ,2100,65316,2008,7,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
VAUXHALL CORSA,1950,93000,2012,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
AUDI A5,3500,110350,2009,4,Diesel,Coupe,2.0L,Manual,2,4,Euro 5,
ALFA ROMEO MITO,1995,81497,2009,3,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,
HONDA ACCORD,4580,99000,2012,2,Diesel,Estate,2.2L,Automatic,5,5,Euro 5,
HYUNDAI ACCENT,2475,70000,2007,5,Petrol,Hatchback,1.4L,Automatic,3,5,Euro 4,
TOYOTA AYGO,2495,74765,2009,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
NISSAN MICRA,3095,37000,2003,3,Petrol,Hatchback,1.2L,Automatic,5,5,Euro 4,
VOLVO S60,2000,108000,2003,,Petrol,Saloon,2.0L,Automatic,4,5,Euro 3,
VAUXHALL MOKKA,6999,69000,2015,2,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
KIA SOUL,1995,121261,2010,2,Diesel,SUV,1.6L,Manual,5,5,Euro 4,Full
BMW X5,3889,65000,2004,,Petrol,SUV,3.0L,Automatic,5,5,Euro 3,
SEAT IBIZA,2799,99061,2011,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
PEUGEOT 308,9149,55301,2016,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
VAUXHALL CORSA,2995,47988,2009,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
MERCEDES-BENZ C CLASS,2299,156000,2008,,Diesel,Saloon,2.1L,Manual,4,5,Euro 4,
VAUXHALL ASTRA,495,97000,2011,7,Diesel,Hatchback,1.7L,Manual,5,5,Euro 5,
NISSAN SUNNY,999,60000,1985,,Petrol,Saloon,1.3L,Manual,4,,,
SUBARU IMPREZA,2395,130100,2001,5,Petrol,Saloon,2.0L,Manual,4,5,Euro 2,
FORD FOCUS,1595,81000,2008,7,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
VOLKSWAGEN POLO,895,117850,2008,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
VOLKSWAGEN BORA,1000,112153,2002,,Petrol,Saloon,2.0L,Manual,4,5,Euro 2,
MINI HATCH,1295,107000,2008,5,Petrol,Hatchback,1.4L,Manual,3,4,Euro 4,
PEUGEOT 407,995,144100,2007,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 4,
TOYOTA YARIS,750,161000,1999,8,Petrol,Hatchback,1.3L,Manual,3,5,Euro 3,
RENAULT CLIO,1990,120863,2012,,Petrol,Hatchback,1.1L,Manual,3,5,Euro 5,
VAUXHALL CORSA,2995,47988,2009,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
RENAULT CLIO,2895,70100,2012,2,Diesel,Hatchback,1.5L,Manual,3,5,Euro 5,
NISSAN QASHQAI,1495,149000,2009,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
SUZUKI SWIFT,1195,75677,2008,,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,
HONDA CIVIC,1000,101000,2007,3,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
NISSAN PRIMERA,1599,57145,1997,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 2,
CITROEN C3,1450,135000,2010,4,Diesel,Hatchback,1.4L,Manual,5,5,Euro 4,
VAUXHALL INSIGNIA,1695,123000,2012,4,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
FORD S-MAX,750,120000,2007,5,Diesel,MPV,2.0L,Manual,5,7,Euro 4,
VAUXHALL CORSA,4489,61000,2014,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
VOLVO V70,795,274100,2004,6,Petrol,Estate,2.4L,Automatic,5,5,Euro 3,
FORD FIESTA,2490,42800,2007,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
FORD FOCUS,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,Full
SUZUKI ALTO,1595,91000,2010,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
VAUXHALL VECTRA,3295,93000,2007,,Petrol,Hatchback,2.8L,Manual,5,5,Euro 4,
BMW 1 SERIES,1995,143222,2011,3,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,Full
RENAULT CLIO,1990,120863,2012,,Petrol,Hatchback,1.1L,Manual,3,5,Euro 5,
FORD MONDEO,3500,102000,2014,7,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
MERCEDES-BENZ C CLASS,1450,113000,2006,3,Petrol,Coupe,1.8L,Automatic,2,4,Euro 4,Full
HONDA CIVIC,2250,82000,2006,6,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
SUBARU IMPREZA,2395,130100,2001,5,Petrol,Saloon,2.0L,Manual,4,5,Euro 2,
VAUXHALL CORSA,2995,79011,2007,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
PEUGEOT 107,1995,118000,2013,3,Petrol,Hatchback,1.0L,Manual,3,4,Euro 5,
VOLKSWAGEN SCIROCCO,3195,101296,2011,4,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,
PORSCHE CAYENNE,1500,138000,2005,7,Petrol,SUV,3.2L,Automatic,5,5,Euro 4,
MAZDA MAZDA2,2495,59000,2009,2,Petrol,Hatchback,1.5L,Manual,3,5,Euro 4,
FORD MONDEO,1895,110000,2008,4,Diesel,Hatchback,1.8L,Manual,5,5,Euro 4,
CITROEN C4,2295,115000,2012,3,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
FIAT PUNTO,1995,114000,2013,7,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
MERCEDES-BENZ C CLASS,2999,67473,2010,5,Petrol,Saloon,1.8L,Automatic,4,5,Euro 5,Full
VOLKSWAGEN GOLF,2495,144000,2012,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
VAUXHALL ASTRA,2500,136842,2014,1,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
VOLVO V70,795,274100,2004,6,Petrol,Estate,2.4L,Automatic,5,5,Euro 3,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
FORD FOCUS,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,Full
VAUXHALL ASTRA,1875,122000,2010,5,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
VAUXHALL CORSA,2000,75000,2005,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
MINI HATCH,2600,117000,2008,5,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,
CITROEN DS3,3695,65000,2011,4,Diesel,Hatchback,1.6L,Manual,3,5,Euro 5,
MAZDA MAZDA2,1550,73000,2010,7,Petrol,Hatchback,1.3L,Manual,5,5,Euro 4,
BMW 3 SERIES,1995,107000,2006,3,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,
VAUXHALL VECTRA,2250,52200,2007,,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
VOLVO S40,2995,112000,2008,1,Petrol,Saloon,2.0L,Manual,4,5,Euro 4,
RENAULT CLIO,2895,70100,2012,2,Diesel,Hatchback,1.5L,Manual,3,5,Euro 5,
FIAT 500C,3995,87986,2010,,Petrol,Convertible,1.2L,Manual,2,4,Euro 5,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
FORD FIESTA,2995,105000,2009,5,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
NISSAN QASHQAI,2895,114000,2010,4,Diesel,SUV,1.5L,Manual,5,5,Euro 4,
PEUGEOT 308,1995,76954,2009,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
FORD FOCUS,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
FORD FIESTA,2490,42800,2007,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
RENAULT KANGOO,2495,94000,2008,,Petrol,MPV,1.2L,Manual,5,5,Euro 4,Full
PEUGEOT 308,3995,92000,2014,4,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
MAZDA MAZDA6,1500,155670,2015,1,Diesel,Estate,,Manual,,,,
ALFA ROMEO 159,2420,86400,2009,5,Diesel,Saloon,1.9L,Manual,4,5,Euro 4,
HONDA CIVIC,4495,62000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
FORD FOCUS,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
FORD FOCUS,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,Full
VOLKSWAGEN GOLF,1995,163100,2008,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 4,
HONDA CIVIC,1075,142000,2008,3,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
FORD FOCUS,2295,115000,2011,4,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
VAUXHALL CORSA,2495,72000,2011,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
MINI HATCH,1875,98710,2007,9,Petrol,Hatchback,1.6L,Manual,3,4,Euro 4,
VAUXHALL ASTRA,1990,35000,2004,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
NISSAN NOTE,2495,99000,2009,3,Diesel,Hatchback,1.5L,Manual,5,5,Euro 4,
PEUGEOT 308,2995,105000,2011,3,Diesel,Hatchback,1.6L,Automatic,5,5,Euro 5,
VOLKSWAGEN POLO,1650,109000,2008,6,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
SEAT ALTEA,1795,122000,2009,4,Diesel,MPV,1.9L,Manual,5,5,Euro 4,
VAUXHALL VECTRA,2250,52200,2007,,Petrol,Hatchback,1.8L,Manual,5,5,Euro 4,
FIAT 500C,3995,87986,2010,,Petrol,Convertible,1.2L,Manual,2,4,Euro 5,
VAUXHALL ADAM,4990,67000,2014,,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,
VAUXHALL INSIGNIA,2495,96300,2012,,Petrol,Hatchback,1.8L,Manual,5,5,Euro 5,
PEUGEOT 308,1595,114000,2010,3,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,
TOYOTA YARIS,1595,93000,2006,4,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
VOLKSWAGEN GOLF,4495,79700,2012,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
NISSAN MICRA,2450,133000,2005,1,Petrol,Hatchback,1.2L,Automatic,5,5,Euro 4,
VAUXHALL INSIGNIA,2495,122000,2012,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
SKODA RAPID,2495,134000,2012,8,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
HYUNDAI I20,1995,90000,2010,3,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
LAND ROVER FREELANDER 2,3849,112340,2009,,Diesel,SUV,2.2L,Automatic,5,5,Euro 4,
VAUXHALL CORSA,1795,95000,2008,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,Full
RENAULT MEGANE,1995,100000,2009,4,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
FORD GALAXY,3990,108000,2009,3,Diesel,MPV,2.2L,Manual,5,7,Euro 4,
VAUXHALL CORSA,1995,69000,2009,4,Diesel,Hatchback,1.3L,Manual,3,5,Euro 4,
RENAULT CLIO,2895,70100,2012,2,Diesel,Hatchback,1.5L,Manual,3,5,Euro 5,
VAUXHALL ASTRA,3195,28408,2005,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
VAUXHALL ADAM,4990,67000,2014,,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,
FIAT 500,4899,32833,2012,1,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,Full
RENAULT MEGANE,2495,106000,2012,3,Diesel,Coupe,1.5L,Manual,3,5,Euro 5,
VAUXHALL ASTRA,1595,152000,2011,4,Diesel,Estate,1.7L,Manual,5,5,Euro 5,
VOLVO V50,2495,85000,2006,4,Diesel,Estate,2.0L,Manual,5,5,Euro 4,
HYUNDAI IX35,3999,96988,2011,2,Diesel,SUV,1.7L,Manual,5,5,Euro 5,
KIA CEED,2500,90000,2010,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,Full
FORD KA,3950,49000,2011,3,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
MERCEDES-BENZ C CLASS,1995,116000,2006,5,Diesel,Saloon,2.1L,Automatic,4,5,Euro 3,
VAUXHALL CORSA,1699,67000,2006,5,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,
RENAULT MEGANE,2495,97000,2012,3,Diesel,Hatchback,1.5L,Manual,5,5,Euro 5,
FORD FOCUS,1499,113187,2008,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
AUDI A4,7990,80000,2012,,Petrol,Saloon,1.8L,Manual,4,5,Euro 5,
VAUXHALL ADAM,4990,67000,2014,,Petrol,Hatchback,1.4L,Manual,3,4,Euro 5,
HONDA JAZZ,3470,57000,2009,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
BMW 3 SERIES,3495,115000,1987,4,Petrol,Saloon,1.8L,Automatic,4,,,
HONDA CIVIC,2000,151000,2007,4,Diesel,Hatchback,2.2L,Manual,3,5,Euro 4,
SKODA OCTAVIA,2295,140000,2012,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
RENAULT CLIO,1500,116000,2011,3,Diesel,Estate,1.5L,Manual,5,5,Euro 5,
HYUNDAI I30,3775,66556,2011,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,Full
FIAT PUNTO,1949,76129,2013,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
RENAULT MEGANE,4993,58000,2014,3,Diesel,Coupe,1.5L,Manual,3,5,Euro 5,
BMW X5,2275,115000,2002,6,Diesel,SUV,3.0L,Automatic,5,5,Euro 4,
PEUGEOT 107,2995,63000,2011,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
VAUXHALL ASTRA,2500,136842,2014,1,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
AUDI A4,7990,80000,2012,,Petrol,Saloon,1.8L,Manual,4,5,Euro 5,
VAUXHALL ASTRA,2995,61038,2007,,Petrol,Hatchback,1.6L,Manual,3,5,Euro 4,
BMW 5 SERIES,1700,171000,2006,5,Diesel,Estate,3.0L,Automatic,5,5,Euro 4,
FORD MONDEO,3195,96000,2011,5,Diesel,Hatchback,1.8L,Manual,5,5,Euro 4,
TOYOTA COROLLA VERSO,1300,131000,2008,4,Diesel,MPV,2.2L,Manual,5,7,Euro 4,
VAUXHALL ASTRA,1990,106022,2011,,Petrol,Hatchback,1.6L,Manual,3,5,Euro 5,
VOLKSWAGEN PASSAT,2495,91000,2003,,Diesel,Saloon,1.9L,Automatic,4,5,Euro 3,
VAUXHALL CORSA,3295,71000,2012,3,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,Full
TOYOTA RAV4,2695,104069,2007,3,Diesel,SUV,2.2L,Manual,5,5,Euro 4,
MERCEDES-BENZ C CLASS,3495,105000,2008,3,Diesel,Saloon,2.1L,Automatic,4,5,Euro 4,
PEUGEOT 3008,1895,135000,2011,4,Petrol,SUV,1.6L,Manual,5,5,Euro 5,
FORD FIESTA,3995,89861,2011,4,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
RENAULT CLIO,2895,70100,2012,2,Diesel,Hatchback,1.5L,Manual,3,5,Euro 5,
FORD FOCUS,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,Full
VAUXHALL CORSA,2995,47988,2009,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
HYUNDAI GETZ,2395,36790,2006,,Petrol,Hatchback,1.1L,Manual,3,5,Euro 4,
PEUGEOT 208,3495,80000,2013,4,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
VAUXHALL ASTRA,2995,107000,2012,2,Diesel,Hatchback,1.7L,Manual,5,5,Euro 5,
CITROEN BX,4975,96000,1990,3,Petrol,Hatchback,1.6L,Manual,5,,,
TOYOTA IQ,3495,85489,2009,,Petrol,Hatchback,1.3L,Manual,3,4,Euro 4,
FORD FOCUS,10970,91000,2019,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,Full
NISSAN NOTE,2195,93000,2008,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
NISSAN NOTE,3995,31000,2011,3,Diesel,Hatchback,1.5L,Manual,5,5,Euro 5,
RENAULT MEGANE,2395,82820,2011,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,
JAGUAR XF,6990,79000,2011,,Diesel,Saloon,3.0L,Automatic,4,5,Euro 5,
FORD FOCUS,3195,89110,2008,,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 4,
AUDI A3,8150,88000,2014,3,Diesel,Saloon,1.6L,Manual,4,5,Euro 6,
VAUXHALL CORSA,2395,109720,2012,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
BMW 3 SERIES,2995,94000,2009,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
FORD FOCUS,2795,82000,2010,3,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
HONDA JAZZ,2850,124610,2010,,Petrol,Hatchback,1.4L,Automatic,5,5,Euro 4,
RENAULT CLIO,1990,120863,2012,,Petrol,Hatchback,1.1L,Manual,3,5,Euro 5,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
FIAT 500C,3995,87986,2010,,Petrol,Convertible,1.2L,Manual,2,4,Euro 5,
PEUGEOT 208,4776,47000,2012,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
BMW 3 SERIES,2500,111563,2006,2,Diesel,Estate,2.0L,Manual,5,5,Euro 4,Full
RENAULT SCENIC,2295,115000,2011,5,Diesel,MPV,1.5L,Manual,5,5,Euro 5,
PEUGEOT 3008,3550,103206,2011,,Diesel,SUV,1.6L,Automatic,5,5,Euro 5,Full
BMW 1 SERIES,4495,114000,2013,3,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
SKODA OCTAVIA,1495,172000,2004,,Diesel,Hatchback,1.9L,Manual,5,5,Euro 3,
HYUNDAI I30,3995,106000,2016,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
MAZDA MAZDA3,5495,43000,2011,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,
MERCEDES-BENZ C CLASS,2999,135364,2011,6,Diesel,Saloon,2.1L,Automatic,4,5,Euro 5,
FORD FIESTA,2490,42800,2007,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
FIAT 500C,3995,87986,2010,,Petrol,Convertible,1.2L,Manual,2,4,Euro 5,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
VOLKSWAGEN POLO,5995,67000,2013,7,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
HONDA JAZZ,1575,118000,2006,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
VAUXHALL CORSA,4495,51000,2013,2,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,Full
PEUGEOT 407,2299,69977,2009,,Diesel,Saloon,1.6L,Manual,4,5,Euro 4,
VAUXHALL CORSA,3495,71844,2012,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
FORD MONDEO,2999,100300,2011,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,Full
BMW 1 SERIES,2175,156000,2009,6,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
VAUXHALL CORSA,2395,95000,2011,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
RENAULT CAPTUR,7990,47000,2016,,Petrol,SUV,0.9L,Manual,5,5,Euro 6,Full
BMW 5 SERIES,10995,86000,2014,,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
PEUGEOT 407,995,144100,2007,4,Diesel,Saloon,2.0L,Manual,4,5,Euro 4,
TOYOTA YARIS,2995,81224,2006,,Petrol,Hatchback,1.0L,Manual,3,5,Euro 4,
AUDI A4,7990,80000,2012,,Petrol,Saloon,1.8L,Manual,4,5,Euro 5,
BMW 1 SERIES,7850,74000,2013,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 5,
SUZUKI LIANA,975,86095,2003,4,Petrol,Saloon,1.6L,Manual,4,5,Euro 3,
VAUXHALL CORSA,2195,88802,2007,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
MITSUBISHI SHOGUN SPORT,3595,105000,2007,,Diesel,SUV,2.5L,Manual,5,5,Euro 3,
INFINITI Q30,10995,58000,2016,3,Diesel,Hatchback,2.2L,Automatic,5,5,Euro 6,
HONDA CR-V,6495,88000,2013,2,Diesel,SUV,1.6L,Manual,5,5,Euro 5,Full
VAUXHALL CORSA,4000,75200,2014,2,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,Full
FORD FOCUS,1895,109000,2009,,Petrol,Hatchback,,Manual,5,5,,
VAUXHALL ASTRA,7940,85887,2017,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
VAUXHALL ASTRA,1995,72500,2007,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
FORD FIESTA,2490,42800,2007,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
TOYOTA IQ,3495,85489,2009,,Petrol,Hatchback,1.3L,Manual,3,4,Euro 4,
AUDI A4,7990,80000,2012,,Petrol,Saloon,1.8L,Manual,4,5,Euro 5,
VOLKSWAGEN GOLF,4000,139000,2013,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
MAZDA MAZDA6,6400,86000,2013,5,Diesel,Saloon,2.2L,Manual,4,5,Euro 6,
TOYOTA COROLLA VERSO,2995,82908,2006,,Petrol,MPV,1.8L,Manual,5,7,Euro 4,
NISSAN QASHQAI,4950,88000,2013,3,Petrol,SUV,1.6L,Manual,5,5,Euro 5,Full
CHEVROLET SPARK,2699,54000,2012,5,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,
AUDI A3,3350,149000,2006,2,Petrol,Hatchback,2.0L,Manual,5,5,Euro 4,Full
HYUNDAI IX35,4500,101000,2011,5,Diesel,SUV,2.0L,Manual,5,5,Euro 5,
NISSAN MICRA,1395,49015,2006,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
FORD FUSION,1450,126000,2002,,Petrol,Hatchback,1.6L,Manual,5,5,Euro 4,
KIA SPORTAGE,5295,82000,2012,3,Diesel,SUV,1.7L,Manual,5,5,Euro 5,Full
SUBARU IMPREZA,2395,130100,2001,5,Petrol,Saloon,2.0L,Manual,4,5,Euro 2,
FIAT 500C,3995,87986,2010,,Petrol,Convertible,1.2L,Manual,2,4,Euro 5,
VAUXHALL CORSA,2995,47988,2009,,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
MERCEDES-BENZ C CLASS,1695,99000,2004,5,Petrol,Saloon,1.8L,Automatic,4,5,Euro 3,
VAUXHALL ASTRA,2395,123000,2012,6,Diesel,Estate,1.7L,Manual,5,5,Euro 5,
NISSAN NOTE,2500,73950,2008,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
FORD FIESTA,5199,87610,2014,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 5,
